item_id,dept_id,d_1842,d_1843,d_1844,d_1845,d_1846,d_1847,d_1848,d_1849,d_1850,d_1851,d_1852,d_1853,d_1854,d_1855,d_1856,d_1857,d_1858,d_1859,d_1860,d_1861,d_1862,d_1863,d_1864,d_1865,d_1866,d_1867,d_1868,d_1869,d_1870,d_1871,d_1872,d_1873,d_1874,d_1875,d_1876,d_1877,d_1878,d_1879,d_1880,d_1881,d_1882,d_1883,d_1884,d_1885,d_1886,d_1887,d_1888,d_1889,d_1890,d_1891,d_1892,d_1893,d_1894,d_1895,d_1896,d_1897,d_1898,d_1899,d_1900,d_1901,d_1902,d_1903,d_1904,d_1905,d_1906,d_1907,d_1908,d_1909,d_1910,d_1911,d_1912,d_1913,d_1914,d_1915,d_1916,d_1917,d_1918,d_1919,d_1920,d_1921,d_1922,d_1923,d_1924,d_1925,d_1926,d_1927,d_1928,d_1929,d_1930,d_1931,d_1932,d_1933,d_1934,d_1935,d_1936,d_1937,d_1938,d_1939,d_1940,d_1941
FOODS_2_169,FOODS_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0
FOODS_3_518,FOODS_3,0,1,2,2,2,0,5,0,0,0,0,0,1,3,2,1,5,0,0,1,3,1,3,4,0,1,0,0,5,2,1,3,1,0,3,0,1,0,2,0,0,2,0,1,0,2,1,0,1,2,2,0,0,1,1,0,0,2,0,2,1,0,2,1,3,3,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,1,0,1,0,2,0,1,3,2,1,1,1,0,0,0,0
FOODS_2_031,FOODS_2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,7,3,2,2,1,1,1,0,4,2,2,1,1,5
FOODS_3_550,FOODS_3,2,6,1,1,1,1,3,0,0,2,0,1,4,2,2,0,0,4,2,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,1,1,6,0,0,1,1,0,1,3,0,2,4,2,3,2,0,1,5,0,2,0,0,1,0,4,0,6,1,1,0,0,4,0,0,0,0,1,1,4,3,0,1,1,1,0,4,0,0,2,1,3,0,0,0,0,1,1,0,0,4,1,0,0
FOODS_2_213,FOODS_2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,7,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,2
FOODS_3_049,FOODS_3,0,0,2,1,2,2,0,1,3,0,0,0,1,2,1,2,0,0,2,0,0,1,0,1,1,1,1,0,1,2,2,1,1,0,0,1,2,0,0,0,0,4,0,1,2,0,0,1,1,0,1,1,0,3,1,0,2,1,3,1,0,0,0,0,0,0,0,2,0,0,1,3,3,1,1,2,2,0,2,2,0,0,0,0,3,1,3,1,0,2,0,0,1,0,0,0,1,1,0,2
FOODS_3_717,FOODS_3,4,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,2,0,0,0,1,2,0,1,0,1,1,0,0,4,1,2,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,2,4,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,4,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1
FOODS_3_358,FOODS_3,1,2,0,2,0,2,1,2,7,1,2,0,0,0,0,0,0,1,0,0,0,1,0,3,0,2,1,0,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,3,2,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,1,0,0,0,3,3,0,0,1,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,2,1,1,1,0,0,1,3
FOODS_3_425,FOODS_3,0,0,2,2,0,0,0,1,0,0,1,0,0,0,1,2,1,24,1,0,0,0,0,0,1,1,1,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,3,1,2,1,1,2,0,1,0,0,0,0,0,2,3,1,0,0,0,6,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,3
FOODS_2_249,FOODS_2,3,8,4,9,2,5,7,3,1,4,6,9,0,2,5,7,3,7,0,2,5,2,7,2,6,1,7,2,0,9,1,5,4,2,4,1,3,4,4,0,6,3,3,2,7,3,1,1,0,0,11,1,6,6,0,1,0,6,2,1,5,3,4,8,3,1,3,0,0,3,3,5,1,3,1,7,0,0,7,2,3,0,3,6,2,0,3,6,5,0,3,2,5,2,0,0,2,1,0,8
FOODS_3_401,FOODS_3,1,0,3,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0,1,0,1,0,0,0,0,2,0,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,1,0,2
FOODS_1_134,FOODS_1,2,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1,1,3,0,0,2,0,1,1,0,1,2,0,4,1,1,2,0,1,2,2,2,0,0,2,0,3,2,2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,3,1,3,0,0,0,3,0,0,2,2,1,3,1,1,1,0,0,1,0,1,1,0,2,1,1,1,0,0,0,0,3,1,3,0,2,3,0,3
FOODS_3_506,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,2,2,0,0,0,0,0,4
FOODS_2_260,FOODS_2,0,0,0,3,2,3,1,0,2,3,0,0,0,0,0,1,2,0,0,0,0,3,6,2,2,0,2,2,2,1,0,2,1,0,1,0,3,2,1,1,0,2,2,3,0,0,1,0,3,2,1,0,1,0,1,0,0,0,0,0,0,1,2,2,1,2,0,0,1,0,0,0,1,0,0,0,1,0,3,1,3,1,3,0,0,3,2,0,1,1,0,0,1,2,0,1,1,5,1,0
FOODS_3_161,FOODS_3,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,2,0,0,3,1,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,2,0,2,0,3,0,0,1,1,0,2,0,1,0,1,0,1,0,2,0,0,1,1,1,0,2
FOODS_2_295,FOODS_2,0,0,2,0,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,1,1,0,0,0,3,1,0,1,0,4,2,0,1,1,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,1,1,1,2,0,2,2,0,1,1,2,1,0,1,1,2,3,2,0,0,1,0
FOODS_3_802,FOODS_3,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,1,0,1,0,1,0,0,2,1,0,0,3,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,3,2,0,0,0,0,1,3,1,0,1,0,0,0,0,0
FOODS_3_198,FOODS_3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,2,2,2,2,1,1,1,0,0,2,0,1,2,0,0,2,2,0,1,0,2,1,0,0,8,1,0,0,0,0,0,0,0,1,0,2,4
FOODS_2_332,FOODS_2,0,1,0,3,0,1,1,0,0,1,0,1,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1,1,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0,0,0,0,1,2,3,2,0,1,1,0,0,1,0,1,1,0,0
FOODS_2_358,FOODS_2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,1,2,0,0,2,2,0,0,2,4,2,0,0,2,3
FOODS_2_203,FOODS_2,0,4,0,3,0,2,1,1,2,1,1,0,0,0,2,2,1,5,1,3,2,5,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,2,2,0,5,1,0,0,4,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,2,4,1,2,0,0,0,3,6,3,3,1,5,2,3,1,0,0,2,0,0,0,0,0,3,0,1,2
FOODS_2_394,FOODS_2,0,0,1,0,0,1,3,0,2,0,0,0,2,0,0,0,0,0,1,0,3,2,0,1,0,1,2,0,0,0,0,0,0,1,2,3,3,0,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,2,0,0,0,0,1,2,1,1,1,1,1,1,0,0,1,2,0,2
FOODS_3_247,FOODS_3,2,0,2,0,1,4,2,0,2,3,1,0,1,0,1,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,1,1,1,2,2,1,0,1,1,1,2,2,2,1,0,4,1,3,1,0,0,0,0,4,6,1,0,0,2,1,3,2,2,3,0,5,3,0,0,2,0,2,1,0,3,0,0,1,0,1,2,0,5,0,0,1,1,1,0,0,1,0,0,0,0
FOODS_2_130,FOODS_2,0,5,1,2,0,8,3,0,1,1,1,0,2,0,2,1,3,5,5,1,4,1,2,2,1,2,2,2,0,0,2,0,2,0,1,2,1,1,0,0,0,0,2,0,2,3,0,1,1,0,3,2,5,1,0,0,3,1,3,3,2,2,1,0,2,0,0,1,0,0,1,4,2,0,0,0,0,0,4,2,3,0,2,0,0,9,2,2,2,0,2,0,2,0,0,1,0,0,4,2
FOODS_3_390,FOODS_3,0,0,3,0,2,1,4,5,4,2,3,3,0,1,1,2,1,3,2,1,5,1,1,6,1,3,0,4,0,3,2,1,0,1,4,0,1,2,1,2,3,1,4,0,0,2,1,0,1,0,1,0,1,0,1,3,2,0,2,4,4,1,2,1,3,1,1,0,2,2,1,2,5,1,2,1,1,2,2,2,2,3,2,2,2,1,2,4,1,0,1,1,0,1,2,1,1,1,0,0
FOODS_2_069,FOODS_2,1,1,0,3,0,4,2,0,2,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,1,0,1,0,0,3,0,4,1,2,1,0,0,0,1,0,1,6,0,0,1,2,0,1,1,1,0,2,0,0,0,2,0,0,0,1,0,2,0,0,0,0,3,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FOODS_3_447,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0,1,0,0,2,0,1,1,0,2,0,1,0,0,2,2,0,0,3,0,1,0,1,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_2_392,FOODS_2,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,3,2,0,0,1,0,0,1,0,1,1,0,2,2,1,1,0,1,0,0,1,1,2,0,0,0,3,1,1,0,1,0,0,2,3,3,0,1,1,0,1,0,0,0,1,1,1,1,2,2,4,1,2,1,2,3,0,2,0,1,2,0,0,1,0,1,1,2,1,2,1,0,1,0,0,0,0
FOODS_1_119,FOODS_1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,3,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,1,0,1,1,2,1,0,1,0,0,1,0,2,1,0,0,0,2,2,2,0,1,0,2,0,2,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FOODS_2_110,FOODS_2,1,2,3,2,0,0,1,7,5,1,2,1,0,1,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,3,0,0,0,0,2,4,0,2,0,2,1,2,4,4,1,0,2,4,1,3,1,2,0,3,4,2,6,0,4,0,2,3,1,1,2,2,0,3,1,2,4,2,0,3,0,1,3,8,1,2,0,2,1,4,2,3,2,0,0,2,2,0,0,1,0,1,0,0,2
FOODS_3_104,FOODS_3,5,1,2,2,3,2,3,0,4,1,1,2,2,1,7,1,2,2,1,1,1,2,2,3,1,1,2,4,0,4,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,7,1,0,2,1,0,1,1,3,4,2,2,2,1,3,0,1,4,3,2,4,0,0,2,3,1,1,5,0,2,2,2,0,0,0,2,2,1,0,1,1,0,2,1,0,1,1,1,2,0
FOODS_2_053,FOODS_2,1,1,2,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1
FOODS_3_275,FOODS_3,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_235,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,6,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,2,1,1,0,1,0,1,1,0,0,3,2,0,0,1,1,0,2,0,0
FOODS_3_341,FOODS_3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
FOODS_3_166,FOODS_3,3,2,2,7,2,0,4,2,0,1,2,1,1,0,4,2,5,1,1,1,1,3,0,4,1,2,2,0,4,1,1,1,1,1,2,3,2,3,5,0,0,0,5,3,4,1,2,2,2,5,0,5,3,3,9,1,2,3,1,2,1,0,2,6,4,3,0,0,1,0,6,3,1,4,1,0,6,3,3,4,4,1,4,1,4,4,4,4,0,3,1,0,3,2,1,0,1,3,5,1
FOODS_3_085,FOODS_3,3,1,1,3,1,2,0,1,3,1,4,0,2,3,1,3,3,1,2,1,2,0,2,4,0,1,2,2,2,4,0,1,1,0,3,4,3,0,1,0,2,3,2,0,0,0,3,3,2,2,0,2,3,0,1,4,2,2,3,1,2,2,3,4,3,0,0,0,0,1,1,2,1,0,0,0,2,1,0,2,0,0,0,0,3,2,0,1,1,2,1,0,1,1,2,2,1,0,1,3
FOODS_2_215,FOODS_2,1,3,1,1,1,1,7,3,0,0,4,2,2,0,1,4,2,0,2,0,1,0,4,2,2,2,1,3,0,0,1,3,3,1,4,1,1,0,2,0,1,2,3,1,1,0,1,0,3,4,3,0,2,1,0,3,3,4,3,0,2,3,0,2,9,4,0,0,0,3,2,5,6,0,2,3,7,9,0,1,3,1,0,0,4,0,0,1,1,0,0,1,10,0,0,0,0,0,2,3
FOODS_3_204,FOODS_3,0,0,0,0,0,1,0,2,4,5,0,1,1,0,1,0,1,0,0,2,1,1,0,2,2,0,0,1,2,0,0,2,0,1,0,1,0,1,0,0,1,0,0,2,1,2,1,0,0,0,1,1,2,2,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,2,3,0,1,1,0,1
FOODS_3_427,FOODS_3,0,0,1,0,1,1,0,0,2,1,1,3,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,4,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0
FOODS_2_366,FOODS_2,0,0,2,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,4,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,3,1,0,0,0,1,1,1,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0
FOODS_2_140,FOODS_2,6,0,5,2,0,0,3,5,9,2,3,6,3,1,1,5,3,2,1,1,1,3,4,4,1,0,4,0,4,8,7,4,0,1,1,0,2,1,1,2,0,1,2,3,0,1,4,2,2,1,5,5,1,0,1,4,1,3,3,3,5,0,1,2,6,1,1,0,1,1,4,3,0,0,3,1,1,1,1,1,3,2,4,0,1,1,5,2,3,1,2,5,2,3,1,1,3,0,0,3
FOODS_3_642,FOODS_3,0,0,1,1,0,0,1,1,1,0,1,1,1,2,2,1,2,2,2,0,2,1,1,3,0,1,1,0,2,1,1,0,0,1,0,3,2,1,0,1,1,2,1,6,0,3,4,2,0,2,1,0,0,1,3,3,2,0,1,1,0,0,2,2,2,1,0,3,2,0,0,1,1,3,1,0,0,2,4,0,1,0,1,1,0,4,1,2,1,0,7,1,0,4,0,2,0,5,1,4
FOODS_3_640,FOODS_3,2,2,1,3,1,1,3,1,2,3,2,3,1,1,0,8,6,2,1,0,3,2,1,1,3,0,2,2,0,5,5,1,0,0,1,2,1,1,3,4,1,1,2,3,2,4,2,2,2,3,1,4,0,3,2,0,3,2,0,6,1,3,1,0,2,2,0,0,2,1,1,2,2,1,3,1,10,1,3,2,0,1,3,0,0,0,0,1,2,0,1,1,0,1,2,4,1,1,0,4
FOODS_3_340,FOODS_3,1,2,2,1,0,0,0,1,0,4,1,0,1,1,3,0,1,2,0,1,2,0,3,0,2,1,1,0,1,0,0,3,1,0,0,6,4,2,0,0,2,1,6,0,3,0,0,0,0,1,3,2,2,0,0,2,2,2,3,4,1,0,0,1,4,1,1,1,0,2,1,2,2,2,1,0,2,1,1,2,0,6,1,0,2,1,3,1,0,0,1,1,2,1,0,1,1,1,2,2
FOODS_2_343,FOODS_2,1,1,0,3,5,1,3,0,0,0,3,0,1,0,1,0,2,0,1,1,0,2,1,0,1,3,2,0,2,1,1,1,3,1,2,2,2,0,1,5,2,2,3,1,3,1,2,4,2,5,1,5,3,0,0,1,0,1,1,1,1,4,2,1,2,2,1,1,2,0,3,1,1,2,1,0,0,0,3,0,2,0,1,1,0,0,2,2,0,0,3,0,1,0,0,0,2,1,2,1
FOODS_1_197,FOODS_1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FOODS_3_408,FOODS_3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
FOODS_3_719,FOODS_3,0,2,2,1,2,1,0,1,0,4,3,1,0,0,1,0,0,4,1,2,1,0,2,1,1,2,3,0,2,1,1,0,2,1,0,1,1,1,0,1,0,2,2,0,0,2,0,3,0,0,4,3,2,1,1,1,3,0,1,1,6,0,0,5,0,0,0,0,0,1,0,1,1,1,0,0,1,1,4,0,0,1,1,0,1,1,0,2,0,0,1,2,0,1,1,0,0,0,0,0
FOODS_1_081,FOODS_1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,3,0,1,0,1,1,1,0,2,0,1,0,1,2,1,1,1,0,0,0,1,0,2,0,2,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,2,1,0,4,2,3,1,0,1,1,2,0,0,1,2,2,4,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,3,1,0,0,0
FOODS_3_158,FOODS_3,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
FOODS_3_522,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,2,0,1,0,1,0,0,0,0,1,0,4,7,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
FOODS_3_637,FOODS_3,1,0,2,1,0,0,1,5,0,0,1,2,0,1,1,2,0,0,0,1,0,1,2,0,1,0,0,0,1,0,1,0,0,0,1,3,2,0,1,1,3,1,1,0,2,1,1,0,1,1,0,0,1,0,0,2,0,0,2,2,0,1,0,1,1,3,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,1,1,0,1,1,1,1,0,2,1,1,0,0,0,3,2,2,2,0
FOODS_3_047,FOODS_3,5,5,0,1,3,4,2,3,2,5,2,1,0,0,4,1,5,1,2,0,1,2,1,8,0,0,0,1,2,2,1,5,0,0,0,3,5,3,1,1,0,0,3,2,2,1,3,0,0,0,4,5,3,0,0,0,0,4,0,5,1,3,0,1,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
FOODS_3_044,FOODS_3,2,1,0,0,1,1,2,0,3,1,1,0,1,1,1,2,2,1,1,0,1,3,1,1,1,0,1,0,1,0,1,3,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,2,1,0,1,1,1,1,1,1,0,0,0,1,2,0,2,0,1,0,2,0,3,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,1,2,0,0,1,5
FOODS_3_216,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,1,0,1,0,3,0,3,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,3,1,0,1,1,1,0,1,0,2,0,2,0,0,1,0,1,0,0,0,1,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0
FOODS_3_218,FOODS_3,3,0,0,0,0,0,2,2,0,5,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,2,3,0,1,1,0,2,1,0,0,1,0,0,3,0,0,1,0,2,3,2,1,0,0,2,1,1,1,0,0,1,1,1,0,0,1,1,1,2,2,0,1,0,1,1,1,1
FOODS_3_667,FOODS_3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,2,1,1,0,0,0,0,2,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1
FOODS_1_114,FOODS_1,2,1,0,0,1,0,0,1,2,0,1,0,1,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,2,0,0
FOODS_3_031,FOODS_3,1,1,0,2,0,2,2,0,4,1,1,0,2,3,2,1,0,1,0,0,1,5,4,0,0,2,0,0,2,1,1,0,0,1,0,2,1,0,1,0,1,1,1,2,0,3,1,1,1,6,3,5,1,0,2,3,1,0,3,1,0,0,2,1,1,0,3,0,3,1,0,1,0,0,0,1,1,4,2,0,1,2,2,1,1,3,0,0,1,9,3,0,1,3,0,1,0,2,2,0
FOODS_1_125,FOODS_1,0,0,0,0,0,0,0,3,0,1,0,2,0,1,1,1,0,0,1,5,3,2,2,5,1,2,0,1,0,0,0,1,1,0,2,1,0,3,2,0,1,5,1,1,1,2,0,0,1,1,2,0,4,1,0,1,2,0,1,2,2,1,0,1,2,0,0,2,2,4,0,0,0,0,3,1,3,2,0,0,2,1,4,1,1,0,2,1,1,0,3,1,2,0,1,0,0,4,1,1
FOODS_3_309,FOODS_3,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,4,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,1,1,3,1,0,1,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
